"corpus_sha256","artifact_id","artifact_sha256","start_offset","end_offset","final_audit_record_id","coverage_status","notes"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_07","fdc0f7dca11da89be2f583d7b10cd32e7c0835f71202511e02e9990cbb249f5e","9606557","9608785","CHI_R4_AUDIT_03723","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_08","aead4afc55dd18de41eff9abc6e23bc5475c346e8fac6c0d6ef01839a4b180d6","9608785","9610986","CHI_R4_AUDIT_03724","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_09","da148fa7da52d3f90846bedf85de468753cde2984e1ec2661fc1a4a6c879a78a","9610986","9613028","CHI_R4_AUDIT_03725","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_10","b2a146cbd2017159aeaaa050b7b12d306337fe73c436c6e94ddfa883ee9b050a","9613028","9615166","CHI_R4_AUDIT_03726","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_11","c0db2a67a84d3d43a504a8c6fa0337fe7306716464e58eaa79490b034c53fb65","9615166","9617361","CHI_R4_AUDIT_03727","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_282_12","9d18bd016f22345b70ae5fe9752affa7f8490d632375c57edea87955a896f532","9617361","9619538","CHI_R4_AUDIT_03728","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_01","689021ade486771b811c9bdcdb333fea799c656d09f4e5f4ca1c740698dbb3ff","9619538","9621781","CHI_R4_AUDIT_03729","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_02","d2e201e9e4bbf425f2d080b431f08b88d54ccb608e037a77efa6bd744a2175a3","9621781","9623973","CHI_R4_AUDIT_03730","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_03","8bed31330fc0f4147f239e3d435ec1809de39ffbd88f676f37aeb521e1906a63","9623973","9626195","CHI_R4_AUDIT_03731","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_04","0c12a7bc78e595c384ace618ceaa6444ef63c646dc86972808a7588100136800","9626195","9628390","CHI_R4_AUDIT_03732","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_05","03ecd0e4e287ea79ccddabafc78a33d29a31b0b51248d87e15f1701d3053c6f3","9628390","9630603","CHI_R4_AUDIT_03733","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_06","c84b2b9804c675c8b83b812c6a973ff3149669542883de7b1ceb28d745a302c8","9630603","9632783","CHI_R4_AUDIT_03734","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_07","37ca787c2f2392e92160266872ad0fe46a622de90790b2a7ffc543f0963ef093","9632783","9635002","CHI_R4_AUDIT_03735","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_08","1c1dd74c08a8637ae601a0cfcbc10a33a1e20bf02cafb9ac50068d2a48ca7cc8","9635002","9637224","CHI_R4_AUDIT_03736","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_09","2af5c10075d9ab19728a9e45cc9a4101ffce2ed6644c85872af71fd6a9cea1f9","9637224","9639341","CHI_R4_AUDIT_03737","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_10","797721eec677b9e012c291ac3fceb76d20f1788cdaeacf37573e446de7313e37","9639341","9641500","CHI_R4_AUDIT_03738","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_11","26fcb8880067f4d3db6414b81b85d65f75a268a767aca41189d4efec6000bf8e","9641500","9643740","CHI_R4_AUDIT_03739","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_283_12","91600a6d70cef1538fb9094c361251ddcfb1853a2a6151bed6f6d4882fd88352","9643740","9645944","CHI_R4_AUDIT_03740","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_01","719deb02a2d86fc78377731958b30b735aa1b669c051c5ea69f366220ae4fcdd","9645944","9648226","CHI_R4_AUDIT_03741","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_02","deb0ff5703464fe77beb702f175902f0e8046639d35710b70a09389d938269f2","9648226","9650481","CHI_R4_AUDIT_03742","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_03","cd349895c2964c20402b02e808b0299517d1641359417d2ff55d5c0c3e1e216e","9650481","9652766","CHI_R4_AUDIT_03743","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_04","11acbe3b4d11273ee0f53346ed6575927366e5c597f92b93e5d801ad74a50dcf","9652766","9655018","CHI_R4_AUDIT_03744","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_05","3176a5f514c879de1d2ae002ce77f458c867931bc0af8f3bafe1619338e9c629","9655018","9657288","CHI_R4_AUDIT_03745","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_06","7d941a1c1aff1d3b0869bd4fc40497f46dde096d00b9906c2f473aa62a058f9e","9657288","9659549","CHI_R4_AUDIT_03746","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_07","018d5da537cc890520cc6c7a0c750373a54e0377f0a80fb2221507d8d0cbf1a3","9659549","9661843","CHI_R4_AUDIT_03747","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_08","fb821c40eb0b6519f5e58e7f98256d1f50dd99abf0510a1afe450164ae183c2c","9661843","9664116","CHI_R4_AUDIT_03748","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_09","ac12e5bf00ac7e19997f52657d5b234e09a38e39c7b3c419608ba71fdb445d3d","9664116","9666320","CHI_R4_AUDIT_03749","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_10","e38fb2348b67d26a7e8a338fdfce94292b3e32edd30ab491a67e96360e9e24e1","9666320","9668584","CHI_R4_AUDIT_03750","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_11","0cba6be8ec3c8675a3e6cbf45532ab477a8af128157269b99d8949b00a054f7f","9668584","9670869","CHI_R4_AUDIT_03751","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_284_12","df0a667f8fcebd469efc0bbb9ac0097e681579b2aee988fa754d7ab10c96a83e","9670869","9673142","CHI_R4_AUDIT_03752","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_01","97250093de624c238fd1447e7b489954d2f04a70b0bc2650b17be08810d1d0a8","9673142","9675132","CHI_R4_AUDIT_03753","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_02","919086381d7a6ac4ca01427a8dc0daff8e52993a7c187635c0cc4a6fe77acbaa","9675132","9677137","CHI_R4_AUDIT_03754","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_03","4dbd71db7305cfd6454a18d5bb69fc4cbc344b1d9cfc0335e583f1e8a3659aa2","9677137","9679127","CHI_R4_AUDIT_03755","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_04","cc65227f57a4ebd605f5ca5ecfa523f16632d5f9b33bf4087d9be6d115e55dd4","9679127","9681174","CHI_R4_AUDIT_03756","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_05","79b8b31960d4eb06eea18ad999660d09470e87ea3ce944d05e17dfd5a60f2ee7","9681174","9683272","CHI_R4_AUDIT_03757","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_06","24b5d7ab3c0c396aaba7cd96315d9c1e2dff2ffc5e3d59efa40f6db68921f773","9683272","9685280","CHI_R4_AUDIT_03758","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_07","18970dd0f4d0784a2402a9a38a08d29c96bda2c8f4dfde7751cb648890d11239","9685280","9687240","CHI_R4_AUDIT_03759","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_08","02926e4b7bc835650695380fbe3b758927bee9f93aa76ddf2a5a3939b1af4faa","9687240","9689239","CHI_R4_AUDIT_03760","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_09","67a6ea1a2f03334c2c4c749c71e31757603c4245a162197e0889be983623fa6e","9689239","9691310","CHI_R4_AUDIT_03761","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_10","5bc54c058b6db5a448354d9e367448c384959c4a5c9add3f876fa68dd87422b2","9691310","9693254","CHI_R4_AUDIT_03762","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_11","2d7db24e571aa8e46ec07adc41e08f82531b1ff04295ec57f73a2ab61419e5aa","9693254","9695297","CHI_R4_AUDIT_03763","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_285_12","5acf4173c28de5dc602d0cda1f0cd6b45d0409da10a0dbb3a0590ca5dacce42a","9695297","9697271","CHI_R4_AUDIT_03764","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_01","b7669ca05721d96429880bd4c9371346695330941299a2934f63a8e2ab66feae","9697271","9699429","CHI_R4_AUDIT_03765","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_02","f5e058b2b38f3be43b53dc596f8700d7f979be3e546b4a5e422e4252b4d3cc98","9699429","9701629","CHI_R4_AUDIT_03766","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_03","35c1b4cad440a82316782d33d143bbd321fcd0270ee8b75ebd3aa61092951dac","9701629","9703841","CHI_R4_AUDIT_03767","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_04","acbcc0e11d519b8030c848e0e478b7de5081ce76a92a0608f5500cc5b2e47412","9703841","9706113","CHI_R4_AUDIT_03768","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_05","bf80679dc3aa8dba5ebc6a2334d244f03123fe3673f78284488536d2c2ec8937","9706113","9708385","CHI_R4_AUDIT_03769","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_06","eaf33c1ae04421096a8732885577f84f0249adf6cc347e382c17daf3bb257c5e","9708385","9710546","CHI_R4_AUDIT_03770","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_07","5d85346c607b24253f108309f469f9829b8d29d0b3dc5929100d2bee86ed674f","9710546","9712722","CHI_R4_AUDIT_03771","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_08","b597c29b3029d36ad67308062c45fb1c65a8497075df7f5312639f55b9213e3e","9712722","9714862","CHI_R4_AUDIT_03772","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_09","80d1e9f7ee243a0fceeb32708ca976893a4ced44ff6b59c6b5048281492ab852","9714862","9717053","CHI_R4_AUDIT_03773","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_10","9b1aa921869def607218c581b6c2d7c06545939d94827214606f3098e59ba08c","9717053","9719204","CHI_R4_AUDIT_03774","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_11","36510555b369fe26a32cc24260fc2a226383f504a51db45318f656c66da62b53","9719204","9721295","CHI_R4_AUDIT_03775","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_286_12","25aebdb55becb57b6565f2543c3ca84a51e16df511c146be53e4f635920eb796","9721295","9723413","CHI_R4_AUDIT_03776","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_01","e5e7872524ad090b6c367ad296e10292ef637217cc6753d9ff4c8baed5dfc2c3","9723413","9725706","CHI_R4_AUDIT_03777","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_02","507e08f35029d1fb0f86f62122f94c40b7b7bf60fc9376faa6285b0c5dc34995","9725706","9727960","CHI_R4_AUDIT_03778","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_03","9d2b8dd87bb3d108e4d7f0c473d3c3aba0c5a6fdec75a24f868d8ced00910ecd","9727960","9730283","CHI_R4_AUDIT_03779","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_04","16eb8cba5d578b8c12ec631b000c30e9b527ae3679181f260d23f18b114ea7a3","9730283","9732606","CHI_R4_AUDIT_03780","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_05","50bda48401f75a327c61c214dac4d5ed69a5a76c253685cd6f8d93b7d7899a88","9732606","9734944","CHI_R4_AUDIT_03781","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_06","e9b51f40eff43900f3f2ecd364d643118adfd3ebcee6bb64f7be82000a64932b","9734944","9737201","CHI_R4_AUDIT_03782","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_07","1f02fb50c97ecd610c5770728a287f7f8c85a220d08f0841b91f4f86f5c62a93","9737201","9739497","CHI_R4_AUDIT_03783","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_08","27cb8eaffc2ae7f23f80452c792dd306c07c5669a942ef9cad9cd9d239638a54","9739497","9741739","CHI_R4_AUDIT_03784","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_09","6fe93cd675074b64501ef6e5a2e7a7be3377f40faa0677b035bc0f6308c1e7a9","9741739","9744020","CHI_R4_AUDIT_03785","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_10","a56135ea22adce1a8eec5a438c016ef32688a3bf7e6c128fb1ae7e8574349b74","9744020","9746291","CHI_R4_AUDIT_03786","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_11","8022fc269aee0479b28e934c9c845d4152f75f97de0edf9571c5aabcf46b9cad","9746291","9748550","CHI_R4_AUDIT_03787","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_287_12","b05098f560251760499f8686aee3fe279dee4c957d63c1d9b5887246759fa542","9748550","9750842","CHI_R4_AUDIT_03788","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_01","f6b24e14040b8476c6d37536e62e593815d958f8262f4f09471d70cef0b04640","9750842","9753102","CHI_R4_AUDIT_03789","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_02","c8ab63d6ba7898799a984a5e77c8fadb495ba6d03ddc8fc1a95996948a37ef2c","9753102","9755329","CHI_R4_AUDIT_03790","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_03","3a7a6612c1fd57f28edefb5e35a2f8fc3b5848c00101eafe5ddbdaf59c659720","9755329","9757613","CHI_R4_AUDIT_03791","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_04","47ba316409ecadb5f7d6bbb15cd76ced9bfee0308f677915138304196a1331f4","9757613","9759897","CHI_R4_AUDIT_03792","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_05","e8b40f788be78fa01bda92ddff326cb0d442230df5bbb1369e40262abf644cbd","9759897","9762226","CHI_R4_AUDIT_03793","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_06","7cd25dffbd72dc5e8040788d37f31eee0be47d7a670c3f61d5e4fa51eb337834","9762226","9764474","CHI_R4_AUDIT_03794","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_07","6b47c6a246c60f37e98a8c59fa82743802c9da8aaf2403c3bb8d4a55a2999e13","9764474","9766761","CHI_R4_AUDIT_03795","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_08","c9cb046259be4cde6758b1c1c281adc5ce548ddd085806824a8996e59e2da2d4","9766761","9769030","CHI_R4_AUDIT_03796","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_09","d3ecd1b9d91945d0e5f7fe9c2e34e5bd3c3b4f18cb27df69b3583ce0fac8c3aa","9769030","9771308","CHI_R4_AUDIT_03797","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_10","49efbf95234d071652c46800cbc64fdb2e6b345f6bcfffba89483767bf8b98ca","9771308","9773546","CHI_R4_AUDIT_03798","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_11","2f93298cebd4c25363910c16fdc8cc5d785ab0f9fded6098a55e8e0eebf38dca","9773546","9775802","CHI_R4_AUDIT_03799","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_288_12","ccd4c54d0e0afa808f3bcb8686af0c82ab2cf2fe4213eed710bfcb675c8817f3","9775802","9778067","CHI_R4_AUDIT_03800","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_01","11feef4ac19a7bc89c9e902895e14379e7cc7ae5dd429ad38cc059045794f1cb","9778067","9780356","CHI_R4_AUDIT_03801","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_02","68a60a3a2d722c9164dd863f2fd42621a45f89edd6ae8d42b4e73a9cb01fc98f","9780356","9782677","CHI_R4_AUDIT_03802","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_03","8756ab9716174c4777584837a004b3b33cd7c0e1b68c4c398a0120a9f0d6cbb0","9782677","9785019","CHI_R4_AUDIT_03803","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_04","ff05eb0219fab5d6f7ea710e0ed32665e5460a40f410f0c9f656395d9b633236","9785019","9787412","CHI_R4_AUDIT_03804","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_05","b2425302410a24f3f702bbde8b0cfd234df43223f6abf9dc04de3a95590a1766","9787412","9789826","CHI_R4_AUDIT_03805","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_06","2d178e56d15158743143bd02d48a62c7a75f78e32a3961612705d1be970ad35d","9789826","9792153","CHI_R4_AUDIT_03806","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_07","9bf0943329204afd357c597501d5c24600d5287f61a27c01b39ccafd26c66393","9792153","9794498","CHI_R4_AUDIT_03807","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_08","ebd9f50c5269bca69a10a0cdc382358da41d6564508104173abf59e86b051260","9794498","9796828","CHI_R4_AUDIT_03808","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_09","6073f179cd899979ab2cd93d20080c23ef57353225867e05a1a21949ead0f19c","9796828","9799182","CHI_R4_AUDIT_03809","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_10","05473aa48afce5eb9dbdb76a09c4fb43ef00e9cc46a8cf436dcec1a72a6df1e4","9799182","9801493","CHI_R4_AUDIT_03810","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_11","3f74e4bca7fe77bde96a64110af3387d96dd706a4bc0fbdc29b8462008a28b03","9801493","9803807","CHI_R4_AUDIT_03811","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_289_12","5c716750e6d245b596153f91507de4aa446184c3552952cc9adf92ae46e98c1c","9803807","9806154","CHI_R4_AUDIT_03812","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_290_01","0bf666dfa3205896671ff2cbff04376c73578bc5ba3da6c5a89dad60a806ffa2","9806154","9808561","CHI_R4_AUDIT_03813","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_290_02","9df670f19bcd9c569294bdd2eb870f4ff2d2cb58a8cc7b4eed294f49a32a16c2","9808561","9810875","CHI_R4_AUDIT_03814","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_290_03","20adf1ec5fbee3a1dd3cd03a0ed920c062f9da9e72e964e8a1246f576247d2a5","9810875","9813318","CHI_R4_AUDIT_03815","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_290_04","5420c966af715124d8c353b3ece584f1c8e22965c9bf47da8a65923203b1a201","9813318","9815809","CHI_R4_AUDIT_03816","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_290_05","1eaf484f97c742c97bcb470ca0fb2ac0886c1d1a89118ae9ab5b0769501d84ab","9815809","9818309","CHI_R4_AUDIT_03817","covered","UTF-8 byte range; no gap or overlap"
