"corpus_sha256","artifact_id","artifact_sha256","start_offset","end_offset","final_audit_record_id","coverage_status","notes"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_01","0bb6e894c6a3bf809dd1eb9afb93a6b3848f2bd68f30a4da4dce0fab61eb7c02","3506206","3507331","CHI_R4_AUDIT_00465","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_02","b7dd1344725bc3426c62c5a12427f26f645400ef2b0bf585d300178a6677e087","3507331","3508423","CHI_R4_AUDIT_00466","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_03","8e5a9d2beee3e30adf3a7531532300a6a50a5bc5ed007f8e672b18b7418592ed","3508423","3509554","CHI_R4_AUDIT_00467","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_04","69e175cbdbbe2abb4257dd46e89c1daa04b708ab8e585493a44956d55d0673b0","3509554","3510679","CHI_R4_AUDIT_00468","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_05","0b131228f86caf94976a604c2a0577fc9f130b2aaf74d4dcd33b1ac09dd0b8e2","3510679","3511756","CHI_R4_AUDIT_00469","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_06","f8caeb90a3548df88203759a29a55c6d29622419527672610dc0f65c25f106eb","3511756","3512791","CHI_R4_AUDIT_00470","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_07","2caebce3064ec1c5106e4158e24888880db7b2e46ec597221f404573d5e38d2c","3512791","3514054","CHI_R4_AUDIT_00471","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_08","d404fce435edee4142f727308008502e3fd884d64429e555a72111406ee5c6cc","3514054","3515113","CHI_R4_AUDIT_00472","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_09","3d5a759e281b90079686bcdb5f6b267b4baa223da7a376395c294b41912328d3","3515113","3516124","CHI_R4_AUDIT_00473","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_10","6f19aaf21667d70839c0840bbbd0d7a9f0ff36957706ce25ed9e3b45cb9457ea","3516124","3517303","CHI_R4_AUDIT_00474","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_11","1df34951386e0da10ee8c45b5c1f9aa9ab15b497391409a2a75d37fd8c67aae9","3517303","3518401","CHI_R4_AUDIT_00475","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_011_12","3cf80ade8947ef4ef2f001d067c8408fd1224b9ac84888eeda165b15d95a0266","3518401","3519610","CHI_R4_AUDIT_00476","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_01","408d664af963e72125367ce245391a1cb385afa4ceb6a8cdbc8456b02d95464f","3519610","3520948","CHI_R4_AUDIT_00477","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_02","a24245c19899f369c6253222a636c3377c541e320d9f710df3502e6d6431e7fc","3520948","3522319","CHI_R4_AUDIT_00478","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_03","1f616e4d3267b9590c15726642f21cae7dc31fecdfd00518d373d674b0e4a75a","3522319","3523567","CHI_R4_AUDIT_00479","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_04","8d391c01d3d0c3a960c9c67c5e230f43cc07ae79cc1c75194ab82abde9291661","3523567","3524890","CHI_R4_AUDIT_00480","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_05","f49126e74bbe070eaea61543ded62038cc8ae6a1136e6de7ad0712a2b394e1a0","3524890","3526219","CHI_R4_AUDIT_00481","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_06","3233ffaeb44948da78d6d35d02f208d244adf7f276c56611c231d90c393a20b6","3526219","3527632","CHI_R4_AUDIT_00482","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_07","a9a3393c4bae211c9255640742df434d259dadc7a26dbdf3f2f35d63a3786a16","3527632","3529063","CHI_R4_AUDIT_00483","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_08","275c175a128293b28874186b5f5c80caf2416012939203b6e15476f372444cd7","3529063","3530398","CHI_R4_AUDIT_00484","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_09","fdb149bb89175621f46d0cfb89e23076f0d03c8e635f1f3450c6be9271c6517d","3530398","3531844","CHI_R4_AUDIT_00485","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_10","40801f882ec033669f3c00685f6e86d73a4455ea4bdca277ef745b0d036f57d5","3531844","3533281","CHI_R4_AUDIT_00486","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_11","abad182b21c1ee1c322e41c8527100dd74c526b2d7116344c2f4091c14f94cb6","3533281","3534745","CHI_R4_AUDIT_00487","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_012_12","34605d728f17fcd6b8607ac7f6f4f22781190a66ffd1f5d57c9a19d354ba91dd","3534745","3536116","CHI_R4_AUDIT_00488","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_01","b0304bf2da20bf15d3e4c095087d03f8c2d3168ddb776bd95639f8f278a8a722","3536116","3537769","CHI_R4_AUDIT_00489","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_02","c93e16b94d927bd9411beb4e18e5e645848c266b813b636e769bf55204cb0aad","3537769","3538996","CHI_R4_AUDIT_00490","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_03","e9d03f8368e0ede7009b07713af81900bc6ca050499aeb670de7e4793a9b6a7b","3538996","3540487","CHI_R4_AUDIT_00491","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_04","beb7c41b27879ff524fd59cf3f46b4ef01f9b89717e5642e9b7dec39e41f7501","3540487","3541846","CHI_R4_AUDIT_00492","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_05","1ff77ff69aeb914892646a768354614e454464f1699a0a4534b5c199758c7c09","3541846","3542983","CHI_R4_AUDIT_00493","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_06","91a72bbbb88017ad779f32dea84afc897cac41bd130f54439f9321cc0c8d254b","3542983","3544573","CHI_R4_AUDIT_00494","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_07","865ad7544068187b1244232207842042006c0d67a2e1b8cf0b93b2595bc501f7","3544573","3546043","CHI_R4_AUDIT_00495","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_08","da69f8e1a26dc4ac20a21148cc1cb12b0e85a420819c653eadc7ca2ff1f132b6","3546043","3547300","CHI_R4_AUDIT_00496","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_09","3bd366dba0e4fd9e5f54856cbb8070c4eb8ea2710c4533c955f6e48b8284ba9d","3547300","3548725","CHI_R4_AUDIT_00497","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_10","87a700c0bcc0882f27d3ff644c54914a8e46f85ab760854f451e8a06c2db368c","3548725","3550030","CHI_R4_AUDIT_00498","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_11","45b175a0c6d9f7b83bc247749c3ac7de69fa4a2c6dade3bc92dea604d384bac0","3550030","3551386","CHI_R4_AUDIT_00499","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_013_12","225b99039bb53bc2f7f0356c0253021e33d469157a7e8f17ffb6740c50f39d2a","3551386","3552709","CHI_R4_AUDIT_00500","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_01","2da937b01c253c8db05085ad078c7ca97da966d89a7270d89564ad8ac2b11d15","3552709","3554179","CHI_R4_AUDIT_00501","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_02","ec5dc86852f87f8c92d0e41df3ca781c3375ac9185bb9d46857a0b677e4d6561","3554179","3555589","CHI_R4_AUDIT_00502","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_03","ee6ee3b4f80beb7e31c7a11c1b8703a79340d8086be5126f9d5f2550bba34e0e","3555589","3557026","CHI_R4_AUDIT_00503","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_04","02c3bbe7ca7a2c67f8340f05cb3a667acacf6c9eb5663cac366f1bbfc8b8553a","3557026","3558322","CHI_R4_AUDIT_00504","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_05","02f5f8bc83fb386d7b2bee1dc4e6602bc526a933775737bff8b83ea878f968dc","3558322","3559531","CHI_R4_AUDIT_00505","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_06","8af561184a9383c83876c02f54bf973496b2c65d40afae375583a771def6328e","3559531","3560980","CHI_R4_AUDIT_00506","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_07","a2a30be3a3441b0acc78d14ec09eea5b0a5b38e4d3311e68bacf60eec836d1ae","3560980","3562285","CHI_R4_AUDIT_00507","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_08","57662a19457ad92b89f5270c0ca808e3f56b73ff47220987489fe7e3f31de6b9","3562285","3563593","CHI_R4_AUDIT_00508","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_09","83b22c77cfda0d10f20b3ca542b9306f64ff0a71bdff7b124668922fbd037409","3563593","3564826","CHI_R4_AUDIT_00509","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_10","c2f06dc9f85564ced355ed70dd9785401ae87b3785b4a1bc9cc5246def9e491f","3564826","3566110","CHI_R4_AUDIT_00510","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_11","dd673b4d095cac6bb190732d515094b6a7161c5910aeca440a138616c5d066e2","3566110","3567535","CHI_R4_AUDIT_00511","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_014_12","61a00ee394e7b7575d30cfe173e1baa6bd3ca18b140d87716b793f4e6de31a1f","3567535","3568789","CHI_R4_AUDIT_00512","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_01","3f8fcb537270d303113fa686b0e4d7810fc8064e05a014cef8943d61e76ab41d","3568789","3569686","CHI_R4_AUDIT_00513","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_02","df0fbe5321c719a7763825ef51e3a62a812b7e6402f6cc90b0517a6694c8e7d1","3569686","3570577","CHI_R4_AUDIT_00514","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_03","b79caf6f2e36fc0114655ea83c880c07fb50600120e693de12fba475725e0dfe","3570577","3571480","CHI_R4_AUDIT_00515","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_04","ea74121897c896c1f97ca6fa59ea2967b2870ee5f43451cf99d7af18f9e75b96","3571480","3572383","CHI_R4_AUDIT_00516","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_05","44fe79354feb905575187027bfc0884d079a53712daeb0b167182cc9e887c50e","3572383","3573277","CHI_R4_AUDIT_00517","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_06","9d4bd7820495e3c2ff3383190f247cefd917f22f7cc01c46597ecf3de9a0af67","3573277","3574168","CHI_R4_AUDIT_00518","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_07","2a1f27c2ab3a2f99b1d7a9f842a9af3c551412e69499bfeb7718df840ddd375d","3574168","3575071","CHI_R4_AUDIT_00519","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_08","7bd234df2d7e67c410758a2dbc556e4ad95cfcdefda8441fab7a9c0feec3cbb5","3575071","3575974","CHI_R4_AUDIT_00520","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_09","bceb582a9bfdf782ed242c2e79919f0d115faff140a10d1dd0bf7147c84b5409","3575974","3576877","CHI_R4_AUDIT_00521","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_10","e43e5f2d7ebeda4f2dbede52dc95780fd1df27a75cf2f9c98a70b4f7b496739b","3576877","3577768","CHI_R4_AUDIT_00522","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_11","a42d22e56863c615d1901d1b2e2a85b972cf5f986beee84ff604f4db17dab86e","3577768","3578665","CHI_R4_AUDIT_00523","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_015_12","5a4211c53d06f0ed4a9ccc22451d6a24417c7fb7402c75b34ca93fb70dbce8fd","3578665","3579556","CHI_R4_AUDIT_00524","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_01","22da58ceb03853bc09bd6ddc82f3e37e12adbbc9a6913f62de3b18b7f77a7f83","3579556","3580450","CHI_R4_AUDIT_00525","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_02","7ba9470425c9893dfcb8e94f0552317e5b6308490350c5262b88f6ac65f7f93e","3580450","3581338","CHI_R4_AUDIT_00526","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_03","10a1e8ccfd124d148ec8eb5c341128af4009f78bfad83a4d7ed35d51a5d20402","3581338","3582181","CHI_R4_AUDIT_00527","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_04","290a032a0649ad5d29a7b2028724efdf87966e4b77c5553a306a2276349c6936","3582181","3583102","CHI_R4_AUDIT_00528","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_05","8b321f679982437d4e0e67773382d0dc80e91c6a7465e64f30c0b78370d93427","3583102","3583993","CHI_R4_AUDIT_00529","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_06","648beed2cdbfb0dc9cf54da6ef365e47e37123f3b78b513b35cd16762299ac7a","3583993","3584968","CHI_R4_AUDIT_00530","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_07","7adf304352be7fdf6f1b0f87b8bde39cfe08f35bb05fdad70f499ffbed0c0b10","3584968","3585943","CHI_R4_AUDIT_00531","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_08","b89f83ecd82ba0f4b0dda3dae3a6b1be8d5f22a669ba1063b759eeecf986aa85","3585943","3586834","CHI_R4_AUDIT_00532","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_09","2be39c7a8b268aa3fa3015de9857feb7da809d2ae29d15f1853d7e158aa21109","3586834","3587725","CHI_R4_AUDIT_00533","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_10","939ce9b7484440b26dffae4b19d2c7b861370987d80a1fb5a53cf7c4076d5f4f","3587725","3588547","CHI_R4_AUDIT_00534","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_11","0a6365cab12c7dc4cea2dc350ccddbf148601dd34834b1d2fd89f423506ca300","3588547","3589384","CHI_R4_AUDIT_00535","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_016_12","3152718e0bef37a5f2fc7397bc19f9d6936fa91bca5b22a44e03fdbf1b29cf48","3589384","3590206","CHI_R4_AUDIT_00536","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_01","ce3c6975a1449d2b18c1910bc5cc83d1001cf196a3e2e332d68e2300363aabb5","3590206","3591466","CHI_R4_AUDIT_00537","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_02","efa99cc36a0c8713d4e10c3100462572d60ad646e0f993a9d2e3358558e2b33c","3591466","3592678","CHI_R4_AUDIT_00538","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_03","89ec3348c8087d325ebf58fb3df2edda72479bd5523cef57562220e688507ba0","3592678","3593968","CHI_R4_AUDIT_00539","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_04","70404d8daa1cae03a496ea267786c91fab21f5078b59c771ce6dfe30bb52ac9d","3593968","3595303","CHI_R4_AUDIT_00540","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_05","6cde9402498f40302c58b988aa02626387eb7908204a1b4fd3ecf594df54d991","3595303","3596605","CHI_R4_AUDIT_00541","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_06","62e499287872591459bbd660ce5211854de8c85a811645056b29db0d1c0e4163","3596605","3598030","CHI_R4_AUDIT_00542","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_07","d3b1e6ae28b55cca2b4ecb40709a09abbd49f6b85d3ecd5c81c1667117fe4840","3598030","3599398","CHI_R4_AUDIT_00543","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_08","becb6778f138cd320be62dae661d2eb5190527ccf0aa6f2e01203ea2bf8ef3ec","3599398","3600703","CHI_R4_AUDIT_00544","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_09","38922eb208406ae9a383da45970bc9ad69a01ac61a36945943741a555ce3f965","3600703","3601960","CHI_R4_AUDIT_00545","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_10","883d7c72aad14ac8baa78f5381a0b126f5164a4456a9253e3f2fe8cee07e8348","3601960","3603226","CHI_R4_AUDIT_00546","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_11","25255b2b04b6a5848478a1efe81ccccb0436e4ddd74ed275310182639622e5f5","3603226","3604447","CHI_R4_AUDIT_00547","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_017_12","0c76478826ada8c6e41734766266feac88f7680073654257d7e1e2a3b5424c35","3604447","3605611","CHI_R4_AUDIT_00548","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_01","a34404b02b91b4357318cbbb6dc1e055ac792de958afaeefbd39a9d561894505","3605611","3606962","CHI_R4_AUDIT_00549","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_02","7b749f983327195703e1ff68521f345cf7facdd836230ffce219aa7241efb4a9","3606962","3608307","CHI_R4_AUDIT_00550","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_03","82044464b9e4df243faf2e18b75dbb74df0469ff3e03d52b1bac86041ec0e71f","3608307","3609621","CHI_R4_AUDIT_00551","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_04","05e9061d623674d17b09f9ff63f33246f37a892ab8e7082bc933c3542da765fb","3609621","3610986","CHI_R4_AUDIT_00552","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_05","b2a288dc2f201901d5e43376d703de6a512e693efc2552068612e3caa913ec2e","3610986","3612243","CHI_R4_AUDIT_00553","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_06","9ab545693c36f72b128a6f855d57d06839448d0132f338697e6833ef178d6c1d","3612243","3613488","CHI_R4_AUDIT_00554","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_07","abfb949ce5891d4631281b9c9de2f760a37b651897d89b2f13db70b95a443ea0","3613488","3614621","CHI_R4_AUDIT_00555","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_08","ebc0bd4c149f8e4af65cf7ff269810c865f45df499cdac1a94470ed773ce9155","3614621","3615660","CHI_R4_AUDIT_00556","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_09","981a21fb62859370ba2892fece055f622169f0c02c77af52a98161cc50901f68","3615660","3616702","CHI_R4_AUDIT_00557","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_10","b863ed3781bdc45857ee59d2b3a2c877f89c1df52c78061391df54e64ccddb05","3616702","3617857","CHI_R4_AUDIT_00558","covered","UTF-8 byte range; no gap or overlap"
"e8bd5a48a815414623ba01a18d6154ec626eccde0d65c727ff5818c011bbafc2","CHI_R4_Q_018_11","20eb84af022ff5c4ceae1cbef1e82b74b6050fa2ee4633af1f8500f8d9d96447","3617857","3619183","CHI_R4_AUDIT_00559","covered","UTF-8 byte range; no gap or overlap"
